Form	Pronunciation
Kiosken	ˈkiː.ɔs.kən
Kioskes	ˈkiː.ɔs.kəs
Kiosks	ˈkiː.ɔsks
Kirche	ˈkɪɐ.çə
Kirchen	ˈkɪɐ.çən
Kirchenchor	ˈkɪɐ.çən.koːɐ
Kirchengemeinde	ˈkɪɐ.çən.ɡə.maɪ̯n.də
Kirchengemeinden	ˈkɪɐ.çən.ɡə.maɪ̯n.dən
Kirchgeorg	ˈkɪɐç.ɡeː.ɔɐk
Kirchheim	ˈkɪɐç.haɪ̯m
kirchlich	ˈkɪɐç.lɪç
kirchliche	ˈkɪʁç.lɪ.çə
kirchlichen	ˈkɪʁç.lɪ.çən
Kirchner	ˈkɪɐç.nɐ
Kirchraum	ˈkɪɐç.ʁaʊ̯m
Kirchweg	ˈkɪɐç.veːk
Kirchweih	ˈkɪɐç.vaɪ̯
Kirk	ˈkœɐk
Kirks	ˈkœɐks
KITO	ˈkɪ.toː
Kitsch	ˈkɪt͡ʃ
Kiwis	ˈkiː.vɪs
Klaeden	ˈklɛː.dən
Klage	ˈklaː.ɡə
klagen	ˈklaː.ɡən
Klammern	ˈkla.mɐn
Klang	ˈklaŋ
klangvolle	ˈklaŋ.fɔ.lə
Klankert	ˈklaŋ.kɐt
Klapa	ˈkla.paː
klappern	ˈklap.ɐn
klar	ˈklaːɐ
Klara	ˈklaː.ʁaː
Klaras	ˈklaː.ʁaːs
klare	ˈklaː.ʁə
klaren	ˈklaː.ʁən
Klaren	ˈklaː.ʁən
klarer	ˈklaː.ʁɐ
klarkommend	ˈklaːɐ.kɔ.mənt
klarsichtig	ˈklaːɐ.zɪç.tɪç
klasse	ˈkla.sə
Klasse	ˈkla.sə
Klassen	ˈkla.sən
Klassenzimmer	ˈkla.sən.t͡sɪ.mɐ
Klassifikation	kla.siː.fiː.kat͡s.ˈjoːn
klassifiziert	kla.siː.fiː.ˈt͡siːɐt
Klassifizierung	kla.siː.fiː.ˈt͡siː.ʁʊŋ
Klassiker	ˈkla.sɪ.kɐ
klassisch	ˈkla.sɪʃ
klassische	ˈkla.sɪ.ʃə
Klassische	ˈkla.sɪ.ʃə
klassischen	ˈkla.sɪ.ʃən
klassischer	ˈkla.sɪ.ʃɐ
Klatsch	ˈklat͡ʃ
Klatschmohn	ˈklat͡ʃ.moːn
Klatschspalten	ˈklat.ʃpal.tən
Klaus	ˈklaʊ̯s
Klausurtagung	klaʊ̯.ˈzuːɐ.taː.ɡʊŋ
Klaviatur	kla.viː.a.ˈtuːɐ
Klaviaturen	kla.viː.a.ˈtuː.ʁən
Klavier	kla.ˈviːɐ
Klavierabende	kla.ˈviːɐ.ʔaː.bən.də
Klavierkonzert	klaː.ˈviːɐ.kɔn.t͡sɛɐt
Klebstoffs	ˈkleːp.ʃtɔfs
Klee	ˈkleː
kleibend	ˈklaɪ̯.bənt
kleidete	ˈklaɪ̯.də.tə
Kleidung	ˈklaɪ̯.dʊŋ
klein	ˈklaɪ̯n
Klein	ˈklaɪ̯n
Kleinasien	klaɪ̯n.ˈʔa.ziː.ən
kleine	ˈklaɪ̯.nə
Kleine	ˈklaɪ̯.nə
kleinen	ˈklaɪ̯.nən
Kleinen	ˈklaɪ̯.nən
kleiner	ˈklaɪ̯.nɐ
kleinere	ˈklaɪ̯.nɐ.ʁə
kleineren	ˈklaɪ̯.nɐ.ʁən
kleinerer	ˈklaɪ̯.nɐ.ʁɐ
kleines	ˈklaɪ̯.nəs
Kleingeld	ˈklaɪ̯n.ɡɛlt
Kleinkatzen	ˈklaɪ̯n.ka.t͡sən
Kleinkindern	ˈklaɪ̯n.kɪn.dɐn
Kleinod	ˈklaɪ̯n.ʔoːt
kleinschreibend	ˈklaɪ̯n.ʃʁaɪ̯.bənt
Kleinstadt	ˈklaɪ̯n.ʃtat
kleinste	ˈklaɪ̯ns.tə
kleinsten	ˈklaɪ̯n.stən
kleinster	ˈklaɪ̯n.stɐ
Kleist	ˈklaɪ̯st
Klemperer	ˈklɛm.pɐ.ʁɐ
Klempner	ˈklɛmp.nɐ
Kleopatra	kleː.ˈʔoː.pat.ʁaː
Klerus	ˈkleː.ʁʊs
klettern	ˈklɛ.tɐn
Kletterpassagen	ˈklɛ.tɐ.pa.saː.ʒən
Klezmatics	klɛt͡s.ˈmɛ.tɪks
Klezmer	ˈklɛt͡s.mɐ
Klicker	ˈklɪ.kɐ
Klient	kliː.ˈɛnt
Klientel	kliː.ɛn.ˈteːl
Klientelen	kliː.ɛn.ˈteː.lən
Klienten	kliː.ˈɛn.tən
Klier	ˈkliːɐ
Klima	ˈkliː.maː
Klimakterium	kliː.mak.ˈteː.ʁiː.ʊm
Klimakteriums	kliː.mak.ˈteː.ʁiː.ʊms
Klimaschutz	ˈkliː.maː.ʃʊt͡s
Klimke	ˈklɪm.kə
klinge	ˈklɪŋ.ə
Klingelschmitt	ˈklɪ.ŋəl.ʃmɪt
klingen	ˈklɪŋ.ən
Klingnau	ˈklɪŋ.naʊ̯
Klingon	ˈklɪŋ.ɡən
klingt	ˈklɪŋt
Klinik	ˈkliː.nɪk
klinisch	ˈkliː.nɪʃ
Klippfisch	ˈklɪp.fɪʃ
Klirrringen	ˈklɪ.ʁɪ.ŋən
klirrten	ˈklɪʁ.tən
Klitschko	ˈklɪt͡ʃ.koː
klitschnass	kliːt͡ʃ.ˈnas
Klonen	ˈkloː.nən
Klonschaf	ˈkloːn.ʃaːf
klopfst	ˈklɔp͡fst
klopft	ˈklɔp͡ft
Kloster	ˈkloːs.tɐ
Klosters	ˈkloːs.tɐs
Klub	ˈklʊp
Klubkamerad	ˈklʊp.ka.mə.ʁaːt
klug	ˈkluːk
Knaack	ˈknaːk
knabenhaft	ˈknaː.bən.haft
Knabenhaftigkeit	ˈknaː.bən.haf.tɪç.kaɪ̯t
knacken	ˈkna.kən
knallt	ˈknalt
knapp	ˈknap
knappen	ˈkna.pən
Knecht	ˈknɛçt
Kneifer	ˈknaɪ̯.fɐ
kneift	ˈknaɪ̯ft
Knirschen	ˈknɪɐ.ʃən
Knochen	ˈknɔ.çən
Knopf	ˈknɔp͡f
Knopfdruck	ˈknɔp͡f.dʁʊk
knorrige	ˈknɔ.ʁɪ.ɡə
Knoten	ˈknoː.tən
know	ˈnoː
Know	ˈnɔʊ
knower	ˈnɔʊ.ɐ
knowledge	ˈnɔ.lɪdʒ
Knowledge	ˈnɔ.lɪdʒ
knurrende	ˈknʊ.ʁən.də
Koalas	kɔ.ˈaː.laːs
koalieren	koː.a.ˈliː.ʁən
koalisieren	koː.a.liː.ˈziː.ʁən
Koalition	koː.a.liː.ˈt͡sjoːn
Koalitionen	koː.a.liː.ˈt͡sjoː.nən
Koalitionspartner	koː.a.liː.ˈt͡sjoːns.paɐt.nɐ
Koblenz	ˈkoː.blɛnt͡s
Koch	ˈkɔx
kochen	ˈkɔx.ən
kodiert	koː.ˈdiːɐt
Kodierung	koː.ˈdiː.ʁʊŋ
Koeffizient	koː.ʔɛ.fiː.t͡siː.ˈɛnt
Koeffizienten	koː.ʔɛ.fiː.t͡siː.ˈɛn.tən
Kohl	ˈkoːl
Kohle	ˈkoː.lə
Kohlendioxid	koː.lən.ˈdiː.ɔ.ksiːt
Kohlendioxids	koː.lən.ˈdiː.ʔɔk.siːt͡s
Kohlenhydrat	ˈkoː.lən.hyː.dʁaːt
Kohlenhydrate	ˈkoː.lən.hyː.dʁaː.tə
Kohlenmonoxid	koː.lən.ˈmɔn.ɔ.ksiːt
Kohlenstoff	ˈkoː.lən.ʃtɔf
Kohlenstoffdioxid	koː.lən.ʃtɔf.ˈdiː.ɔk.siːt
Kohlenstoffmonoxid	koː.lən.ʃtɔf.ˈmoː.noː.ksiːt
Kohlenwasserstoffe	koː.lən.ˈva.sɐ.ʃtɔ.fə
Kohlfahrt	ˈkoːl.faːɐt
Kohlhaas	ˈkoːl.haːs
Kohu	ˈkoː.huː
koischer	ˈkoː.iː.ʃɐ
koitieren	koː.iː.ˈtiː.ʁən
Koitus	ˈkoː.iː.tʊs
Kokain	koː.kaː.ˈʔiːn
Kokapflanzungen	ˈkoː.kaː.p͡flan.t͡sʊ.ŋən
Kokon	koː.ˈkõ
Kokospalmen	ˈkoː.kɔʃ.pal.mən
Kolbens	ˈkɔl.bəns
Kolchose	kɔl.ˈçoː.zə
Kollaps	ˈkɔ.laps
Kollege	koː.ˈleː.ɡə
Kollegen	koː.ˈleː.ɡən
kollegial	kɔ.leːɡ.ˈjaːl
Kollegin	koː.ˈleː.ɡɪn
Kollegium	kɔ.ˈleː.ɡiː.ʊm
Kollegiums	kɔ.ˈleː.ɡiː.ʊms
Kollision	kɔ.liː.ˈzjoːn
Kollisionen	kɔ.liː.ˈzjoː.nən
Kolloquium	kɔ.ˈloː.kviː.ʊm
Kolloquiums	kɔ.ˈloː.kviː.ʊms
Kollusion	kɔ.luː.ˈzjoːn
Kollusionen	kɔ.luː.ˈzjoː.nən
kolonial	koː.loːn.ˈjaːl
Kolonialismus	koː.loː.njaː.ˈlɪs.mʊs
Kolonialzeit	koː.loː.niː.ˈaːl.t͡saɪ̯t
Kolonie	koː.loː.ˈniː
Kolonien	koː.loː.ˈniː.ən
Kolonisation	koː.loː.niː.zat͡s.ˈjoːn
Kolosseum	koː.lɔ.ˈseː.ʊm
Kolosseums	koː.lɔ.ˈseː.ʊms
Kolumbus	koː.ˈlʊm.bʊs
Kolumbusjahr	koː.ˈlʊm.bʊs.jaːɐ
Koma	ˈkoː.maː
Kombi	ˈkɔm.biː
Kombination	kɔm.biː.nat͡s.ˈjoːn
Kombinationen	kɔm.biː.nat͡s.ˈjoː.nən
kombinieren	kɔm.biː.ˈniː.ʁən
kombiniert	kɔm.biː.ˈniːɐt
Komeito	koː.ˈmaɪ̯.toː
Komik	ˈkoː.mɪk
Komiker	ˈkoː.miː.kɐ
Komitee	kɔ.miː.ˈteː
Komitees	kɔ.miː.ˈteːs
komm	ˈkɔm
Komm	ˈkɔm
Komma	ˈkɔ.maː
Kommandant	kɔ.man.ˈdant
Kommandanten	kɔ.man.ˈdan.tən
Kommandeur	kɔ.man.ˈdœɐ
Kommando	kɔ.ˈman.doː
kommen	ˈkɔ.mən
kommend	ˈkɔ.mənt
kommenden	ˈkɔ.mən.dən
Kommens	ˈkɔ.məns
Kommentar	kɔ.mɛn.ˈtaːɐ
Kommentare	kɔ.mɛn.ˈtaː.ʁə
Kommentator	kɔ.mɛn.ˈtaː.toːɐ
kommentierte	kɔ.mən.ˈtiːɐ.tə
kommerzialisieren	kɔ.mɛɐ.t͡sja.liː.ˈziː.ʁən
kommerziell	kɔ.mɛɐ.ˈt͡sjɛl
kommerzielle	kɔ.mɛɐ.ˈt͡sjɛ.lə
kommerziellen	kɔ.mɛɐ.ˈt͡sjɛ.lən
kommerzieller	kɔ.mɛʁ.ˈt͡sjɛ.lɐ
Kommissar	kɔ.mɪ.ˈsaːɐ
Kommissariat	kɔ.mɪ.saː.ʁiː.ˈaːt
Kommissariate	kɔ.mɪ.saː.ʁiː.ˈaː.tə
Kommissariaten	kɔ.mɪ.saː.ʁiː.ˈaː.tən
Kommissariates	kɔ.mɪ.saː.ʁiː.ˈaː.təs
Kommissariats	kɔ.mɪ.saː.ʁiː.ˈaːt͡s
kommissarisch	kɔ.mɪ.ˈsaː.ʁɪʃ
Kommission	kɔ.mɪ.ˈsjoːn
Kommissionen	kɔ.mɪ.ˈsjoː.nən
Kommissionsmitglieder	kɔ.mɪs.ˈjoːns.mɪt.ɡliː.dɐ
kommst	ˈkɔmst
kommt	ˈkɔmt
kommunalen	kɔ.mʊ.ˈnaː.lən
Kommunalwahl	kɔ.mu.ˈnaːl.vaːl
Kommunalwahlkampf	kɔ.muː.ˈnaːl.vaːl.kamp͡f
Kommune	kɔ.ˈmuː.nə
Kommunen	kɔ.ˈmuː.nən
Kommunikation	kɔ.muː.niː.kat͡s.ˈjoːn
Kommunikationsforschung	kɔ.muː.niː.kat͡s.ˈjoːns.fɔɐ.ʃʊŋ
Kommunikationstechnologie	kɔ.mu.nɪ.ka.ˈt͡sjoːns.tɛç.no.loː.ɡiː
Kommunion	kɔ.muːn.ˈjoːn
Kommunionen	kɔ.muːn.ˈjoː.nən
Kommunismus	kɔ.muː.ˈnɪs.mʊs
Kommunist	kɔ.muː.ˈnɪst
Kommunisten	kɔ.muː.ˈnɪs.tən
kommunistische	kɔ.mʊ.ˈnɪs.tɪ.ʃə
kommunistischen	kɔ.muː.ˈnɪs.tɪ.ʃən
Kommunistischen	kɔ.muː.ˈnɪs.tɪ.ʃən
kommunizieren	kɔ.mʊ.niː.ˈt͡siː.ʁən
Kompagnon	ˈkɔm.pan.jõ
Kompasses	ˈkɔm.pa.səs
Kompendium	kɔm.ˈpɛn.diː.ʊm
Kompendiums	kɔm.ˈpɛn.diː.ʊms
Kompetenzen	kɔm.pə.ˈtɛn.t͡sən
kompilieren	kɔm.piː.ˈliː.ʁən
komplett	ˈkɔm.plɛt
komplette	kɔm.ˈplɛ.tə
kompletten	kɔm.ˈplɛ.tən
komplettieren	kɔm.plɛ.ˈtiː.ʁən
komplettiert	kɔm.plɛ.ˈtiːɐt
Komplex	kɔm.ˈplɛks
komplexe	kɔm.ˈplɛ.ksə
Komplexe	kɔm.ˈplɛ.ksə
komplexen	kɔm.ˈplɛ.ksən
komplexer	kɔm.ˈplɛ.ksɐ
komplexere	kɔm.ˈplɛks.ɐ.ʁə
Komplikation	kɔm.pliː.kat͡s.ˈjoːn
Komponente	kɔm.poː.ˈnɛn.tə
Komponenten	kɔm.poː.nɛn.tən
komponiert	kɔm.poː.ˈniːɐt
komponierte	kɔm.pɔ.ˈniːɐ.tə
Komponist	kɔm.poː.ˈnɪst
Komponisten	kɔm.poː.ˈnɪs.tən
Komposition	kɔm.poː.ziː.ˈt͡sjoːn
Kompositionen	koːm.poː.ziː.ˈt͡sjoː.nən
Kompression	kɔm.pʁɛ.ˈsjoːn
Kompressionen	kɔm.pʁɛ.ˈsjoː.nən
Kompromiss	kɔm.pʁoː.ˈmɪs
Kompromissvorschlag	kɔm.pʁoː.ˈmɪs.foːɐ.ʃlaːk
konditional	kɔn.diː.t͡sjo.ˈnaːl
Konditional	kɔn.diː.t͡sjoː.ˈnaːl
Konditionalismus	kɔn.diː.t͡sjoː.naː.ˈlɪs.mʊs
Konditionals	kɔn.diː.t͡sjoː.ˈnaːls
konditionieren	kɔn.diː.t͡sjo.ˈniː.ʁən
Konditionierung	kɔn.diː.t͡sjoː.ˈniː.ʁʊŋ
Konditionierungen	kɔn.diː.t͡sjoː.ˈniː.ʁʊ.ŋən
Kondottiere	kɔn.dɔ.tiː.ˈeː.ʁə
Kondottieres	kɔn.dɔ.tiː.ˈeː.ʁəs
Kondottieri	kɔn.dɔ.tiː.ˈeː.ʁiː
konfektionieren	kɔn.fɛk.t͡sjo.ˈniː.ʁən
Konferenz	kɔn.fɐ.ˈʁɛnt͡s
Konfession	kɔn.fɛ.ˈsjoːn
konfessionell	kɔn.fɛ.sjoː.ˈnɛl
Konfessionen	kɔn.fɛ.ˈsjoː.nən
konfessionslos	kɔn.fɛs.ˈjoːns.loːs
konfidentiell	kɔn.fiː.dɛn.ˈt͡sjɛl
Konflikt	kɔn.ˈflɪkt
Konflikte	kɔn.ˈflɪk.tə
Konflikten	kɔn.ˈflɪk.tən
Konfliktes	kɔn.ˈflɪk.təs
konfliktlos	kɔn.ˈflɪkt.loːs
Konflikts	kɔn.ˈflɪkt͡s
konfrontiert	kɔn.fʁɔn.ˈtiːɐt
konfus	kɔn.ˈfuːs
Konfusion	kɔn.fuː.ˈzjoːn
Konfusionen	kɔn.fuː.ˈzjoː.nən
konfuzianisch	kɔn.fuː.ˈt͡sjaː.nɪʃ
Konfuzianismus	kɔn.fuː.t͡sja.ˈnɪs.mʊs
Kong	ˈkɔŋ
kongenial	kɔn.ɡeːn.ˈjaːl
Kongestion	kɔn.ɡɛs.ˈtjoːn
Kongestionen	kɔn.ɡɛs.ˈtjoː.nən
Kongo	ˈkɔŋ.ɡoː
Kongopfau	ˈkɔŋ.ɡoː.p͡faʊ̯
Kongregationist	kɔn.ɡʁeː.ɡa.t͡sjoː.ˈnɪst
Kongregationisten	kɔn.ɡʁeː.ɡa.t͡sjoː.ˈnɪs.tən
Kongress	kɔŋ.ˈɡʁɛs
kongruent	kɔn.ɡʁuː.ˈɛnt
Kongruenz	kɔn.ɡʁuː.ˈɛnt͡s
kongruieren	kɔn.ɡʁuː.ˈiː.ʁən
Konklusion	kɔn.kluː.ˈzjoːn
Konklusionen	kɔn.kluː.ˈzjoː.nən
konkret	kɔŋ.ˈkʁeːt
Konkret	kɔŋ.ˈkʁeːt
konkrete	kɔŋ.ˈkʁeː.tə
konkreten	kɔŋ.ˈkʁeː.tən
Konkurrenten	kɔŋ.kʊ.ˈʁɛn.tən
Konkurrenz	kɔŋ.kuː.ˈʁɛnt͡s
Konkurrenzkampf	kɔŋ.kʊ.ˈʁɛnt͡s.kamp͡f
Konkurs	kɔŋ.ˈkʊɐs
Konkurse	kɔŋ.ˈkʊɐ.zə
konnte	ˈkɔn.tə
konnten	ˈkɔn.tən
Konrad	ˈkɔn.ʁaːt
Konrads	ˈkɔn.ʁaːt͡s
Konsens	ˈkɔn.zəns
konsequent	kɔn.zeː.ˈkvɛnt
Konsequenz	kɔn.zə.ˈkvɛnt͡s
Konsequenzen	kɔn.zə.ˈkvɛn.t͡sən
konservative	kɔn.zɐ.va.ˈtiː.və
konservativen	ˈkɔn.zɛɐ.va.tiː.vən
konservativer	ˈkɔn.zɐ.va.tiː.vɐ
Konservativer	ˈkɔn.zɐ.va.tiː.vɐ
Konservatorium	kɔn.zɛɐ.va.ˈtoː.ʁiː.ʊm
Konservatoriums	kɔn.zɛɐ.va.ˈtoː.ʁiː.ʊms
Konsole	kɔn.ˈzoː.lə
Konsonanten	kɔn.zoː.ˈnan.tən
konspirative	kɔn.spiː.ʁa.ˈtiː.və
konstant	kɔn.ˈstant
Konstante	kɔns.ˈtan.tə
konstantem	kɔn.ˈstan.təm
Konstantin	ˈkɔns.tan.tiːn
Konstantinopel	kɔns.tan.tɪ.ˈnoː.pəl
Konstantinopels	kɔns.tan.tɪ.ˈnoː.pəls
Konstanz	ˈkɔns.tant͡s
konstituieren	kɔn.stiː.tuː.ˈiː.ʁən
Konstituierung	kɔn.stiː.tuː.ˈiː.ʁʊŋ
Konstituierungen	kɔn.stiː.tuː.ˈiː.ʁʊ.ŋən
konstitutionell	kɔn.stiː.tuː.t͡sjoː.ˈnɛl
Konstitutionelle	kɔns.tiː.tuː.t͡sjoː.ˈnɛ.lə
konstruieren	kɔn.stʁuː.ˈiː.ʁən
konstruiert	kɔn.stʁuː.ˈiːɐt
konstruierte	kɔns.tʁuː.ˈʔiːɐ.tə
Konstruktion	kɔns.tʁʊk.ˈt͡sjoːn
Konstruktionen	kɔns.tʁʊk.ˈt͡sjoː.nən
Konstruktionsskizzen	kɔns.tʁʊk.ˈt͡sjoːn.skɪ.t͡sən
Konsum	kɔn.ˈsuːm
Konsumation	kɔn.zuː.ma.ˈt͡sjoːn
Konsumationen	kɔn.zuː.ma.ˈt͡sjoː.nən
Konsumenten	kɔn.zuː.ˈmɛn.tən
Konsumieren	kɔn.zuː.ˈmiː.ʁən
konsumierte	kɔn.zuː.ˈmiːɐ.tə
Kontagion	kɔn.ta.ɡiː.ˈoːn
Kontagionen	kɔn.ta.ɡiː.ˈoː.nən
Kontakt	kɔn.ˈtakt
Kontakte	kɔn.ˈtak.tə
kontaktlos	kɔn.ˈtakt.loːs
kontaktloser	kɔn.ˈtakt.loː.zɐ
Konten	ˈkɔn.tən
Konterrevolution	ˈkɔn.tɐ.ʁeː.voː.luː.t͡sjoːn
Konterrevolutionen	ˈkɔn.tɐ.ʁeː.voː.luː.t͡sjoː.nən
Kontext	ˈkɔn.tɛkst
kontextuell	kɔn.tɛks.tuː.ˈɛl
Kontinent	ˈkɔn.tiː.nɛnt
Kontinente	kɔn.tiː.ˈnɛn.tə
Kontinents	ˈkɔn.tiː.nɛnt͡s
Kontingent	kɔn.tɪŋ.ˈɡɛnt
Kontinua	kɔn.ˈtiː.nuː.aː
kontinuieren	kɔn.tiː.nuː.ˈiː.ʁən
kontinuierlich	kɔn.tiː.nuː.ˈiːɐ.lɪç
kontinuierliche	kɔn.tiː.nuː.ˈʔiːɐ.lɪ.çə
Kontinuum	kɔn.ˈtiː.nuː.ʊm
Kontinuums	kɔn.ˈtiː.nuː.ʊms
Konto	ˈkɔn.toː
kontra	ˈkɔn.tʁa
Kontraalt	ˈkɔn.tʁaː.ʔalt
Kontrabass	ˈkɔn.tʁaː.bas
Kontrapunkt	ˈkɔn.tʁaː.pʊŋkt
Kontrast	kɔn.ˈtʁast
Kontrolle	kɔn.ˈtʁɔ.lə
Kontrollfunktion	kɔn.ˈtʁɔl.fʊŋk.t͡sjoːn
Kontrollfunktionen	kɔn.ˈtʁɔl.fʊŋk.t͡sjoː.nən
kontrollieren	kɔn.tʁoː.ˈliː.ʁən
kontrolliert	kɔn.tʁɔ.ˈliːɐt
Kontrollkommission	kɔn.ˈtʁɔl.kɔ.mɪs.joːn
kontrovers	kɔn.tʁoː.ˈvɛɐs
konturlos	kɔn.ˈtuːɐ.loːs
Kontusion	kɔn.tuː.ˈzjoːn
Kontusionen	kɔn.tuː.ˈzjoː.nən
Konvent	ˈkɔn.vɛnt
Konvention	kɔn.vɛn.ˈt͡sjoːn
konventional	kɔn.vɛn.t͡sjoː.ˈnaːl
konventionell	kɔn.vɛn.t͡sjoː.ˈnɛl
konventionellen	kɔn.vɛn.t͡sjoː.ˈnɛ.lən
Konventionen	kɔn.vɛn.ˈt͡sjoː.nən
Konversion	kɔn.vɛɐ.ˈzjoːn
Konversionen	kɔn.vɛɐ.ˈzjoː.nən
konvertierten	kɔn.vɛɐ.ˈtiːɐ.tən
Konvoi	ˈkɔn.vɔʏ̯
Konvois	ˈkɔn.vɔʏ̯s
Konzentration	kɔn.t͡sɛn.tʁat͡s.ˈjoːn
Konzentrationen	kɔn.t͡sɛn.tʁat͡s.ˈjoː.nən
Konzentrationslager	kɔn.t͡sɛn.tʁat͡s.ˈjoːns.laː.ɡɐ
konzentrieren	kɔn.t͡sɛn.ˈtʁiː.ʁən
konzentriert	kɔn.t͡sɛn.ˈtʁiːɐt
konzentrierte	kɔn.t͡sɛn.ˈtʁiːɐ.tə
Konzept	kɔn.ˈt͡sɛpt
Konzepte	kɔn.ˈt͡sɛp.tə
Konzeption	kɔn.t͡sɛp.ˈt͡sjoːn
konzeptionell	kɔn.t͡sɛp.t͡sjoː.ˈnɛl
konzeptionieren	kɔn.t͡sɛp.t͡sjoː.ˈniː.ʁən
Konzern	kɔn.ˈt͡sɐn
Konzerns	kɔn.ˈt͡sɐns
Konzert	kɔn.ˈt͡sɛɐt
Konzerte	kɔn.ˈt͡sɛɐ.tə
Konzerten	kɔn.ˈt͡sɛɐ.tən
Konzertfrequenz	kɔn.ˈt͡sɛɐt.fʁɛ.kvɛnt͡s
Konzerthalle	kɔn.ˈt͡sɛɐt.ha.lə
Konzertsaal	kɔn.ˈt͡sɛɐt.zaːl
Konzession	kɔn.t͡sɛ.ˈsjoːn
Konzessionen	kɔn.t͡sɛ.ˈsjoː.nən
konzessionieren	kɔn.t͡sɛ.sjo.ˈniː.ʁən
Konzessionskurs	kɔn.t͡sɛ.ˈsjoːns.kʊɐs
Konzil	kɔn.ˈt͡siːl
konziliant	kɔn.t͡siː.liː.ˈant
konzipiert	kɔn.t͡siː.ˈpiːɐt
Kooperation	koː.ɔ.pə.ʁa.ˈt͡sjoːn
Kooperationen	koː.ɔ.pə.ʁa.ˈt͡sjoː.nən
kooperativ	koː.ʔɔ.peː.ʁa.ˈtiːf
Kooperator	koː.ʔɔ.peː.ˈʁaː.tɔɐ
Kooperatoren	koː.ʔɔ.peː.ʁaː.ˈtoː.ʁən
Kooperators	koː.ʔɔ.peː.ˈʁaː.tɔɐs
kooperiere	koː.ʔɔ.peː.ˈʁiː.ʁə
kooperieren	koː.ʔɔ.peː.ˈʁiː.ʁən
kooperierend	koː.ʔɔ.peː.ˈʁiː.ʁənt
kooperierest	koː.ʔɔ.peː.ˈʁiː.ʁəst
kooperieret	koː.ʔɔ.peː.ˈʁiː.ʁət
kooperierst	koː.ʔɔ.peː.ˈʁiːɐst
kooperiert	koː.ʔɔ.peː.ˈʁiːɐt
kooperierte	koː.ʔɔ.peː.ˈʁiːɐ.tə
kooperierten	koː.ʔɔ.peː.ˈʁiːɐ.tən
kooperiertest	koː.ʔɔ.peː.ˈʁiːɐ.təst
kooperiertet	koː.ʔɔ.peː.ˈʁiːɐ.tət
kooptiere	koː.ʔɔp.ˈtiː.ʁə
kooptieren	koː.ʔɔp.ˈtiː.ʁən
kooptierend	koː.ʔɔp.ˈtiː.ʁənt
kooptierest	koː.ʔɔp.ˈtiː.ʁəst
kooptieret	koː.ʔɔp.ˈtiː.ʁət
kooptierst	koː.ʔɔp.ˈtiːɐst
kooptiert	koː.ʔɔp.ˈtiːɐt
kooptierte	koː.ʔɔp.ˈtiːɐ.tə
kooptierten	koː.ʔɔp.ˈtiːɐ.tən
kooptiertest	koː.ʔɔp.ˈtiːɐ.təst
kooptiertet	koː.ʔɔp.ˈtiːɐ.tət
Koordinaten	koː.ʔɔɐ.diː.ˈnaː.tən
Kopenhagen	koː.pən.ˈhaː.ɡən
Kopernikus	koː.ˈpɛɐ.niː.kʊs
kopf	ˈkɔp͡f
Kopf	ˈkɔp͡f
Kopfball	ˈkɔp͡f.bal
Kopfjagd	ˈkɔp͡f.jaɡt
Kopfoberseite	ˈkɔp͡f.ʔoː.bɐ.zaɪ̯.tə
Kopfschmerzen	ˈkɔp͡f.ʃmɛɐ.t͡sən
Kopfverletzungen	ˈkɔp͡f.fɛɐ.lɛ.t͡sʊ.ŋən
Kopie	koː.ˈpiː
Kopien	koː.ˈpiːn
kopierte	koː.ˈpiːɐ.tə
Kopp	ˈkɔp
Kopplung	ˈkɔ.plʊŋ
Koproduktion	ˈkoː.pʁoː.dʊk.t͡sjoːn
Koproduktionen	ˈkoː.pʁoː.dʊk.t͡sjoː.nən
Koran	koː.ˈʁaːn
kordial	kɔɐ.diː.ˈaːl
Korea	koː.ˈʁeː.aː
Koreaner	kɔ.ʁeː.ˈaː.nɐ
Koreanern	kɔ.ʁeː.ˈaː.nɐn
Koreaners	kɔ.ʁeː.ˈaː.nɐs
koreanisch	koː.ʁeː.ˈaː.nɪʃ
koreanische	koː.ʁeː.ˈa.nɪ.ʃə
Koreas	koː.ˈʁeː.aːs
Kormorane	ˈkɔɐ.moː.ʁaː.nə
Korn	ˈkɔɐn
Korps	ˈkoːɐs
korrekt	koː.ˈʁɛkt
korrekte	koː.ˈʁɛ.ktə
Korrespondentin	ˈkɔ.ʁɛs.pɔn.dən.tɪn
Korrespondentinnen	kɔ.ʁɛʃ.pɔn.ˈdɛn.tɪ.nən
Korrespondenz	kɔ.ʁɛʃ.pɔn.ˈdɛnt͡s
Korrespondenzkarte	kɔ.ʁɛʃ.pɔn.ˈdɛnt͡s.kaɐ.tə
Korrespondenzkarten	kɔ.ʁɛʃ.pɔn.ˈdɛnt͡s.kaɐ.tən
Korrosion	kɔ.ʁoː.ˈzjoːn
Korrosionen	kɔ.ʁoː.ˈzjoː.nən
Korrupten	koː.ˈʁuːp.tən
Korruption	koː.ʁuːp.ˈt͡sjoːn
koschere	ˈkoː.ʃɐ.ʁə
Kosloduj	ˈkɔs.loː.duː.iː
Kosluduj	ˈkɔs.luː.duː.iː
kosmisches	ˈkɔs.mɪ.ʃəs
Kosmologie	kɔs.moː.loː.ˈɡiː
Kosmopolit	kɔs.mo.po.ˈlit
