Form	Pronunciation
Derangementer	dəʁɑ̃ːʒəmæntɐ
derbäi	dɐbæːɪ̯
dergéint	dɐɡɜɪ̯nt
derhannert	dɐhɑnɐt
dermat	dɐmɑt
dernieft	dɐniə̯ft
deroutéier	deʁutɜɪ̯ɐ
dervun	dɐfun
derwidder	dɐvidɐ
dës	dəs
desaffectéiert	dezɑfæktɜɪ̯ɐt
désagréabel	dezɑɡʁeaːbəl
descente	desɑ̃ːt
Dësch	dəʃ
dëschelduch	dəʃəlduχ
dëschtel	dəʃtəl
dëse	dəzə
dësen	dəzən
dëslescht	dəslæʃt
Dessert	dəsɛːʁ
dëst	dəst
destabiliséieren	destɑbilizɜɪ̯əʁən
desto	dæstoː
detachéiers	detɑʃɜɪ̯ɐs
Detail	detɑj
detektivinne	detæktiːvinə
developpementer	dəvəlopəmæntɐ
Dezember	det͡sæmbɐ
dezent	deːt͡sænt
Dezibel	deːt͡sibæl
Diagnos	diɑɡnoːs
Diagnose	diɑɡnoːzə
diagnostizéieren	diaːɡnostit͡sɜɪ̯əʁən
Dialog	diaːloːχ
Dicher	diɕɐ
dicht	diɕt
dichteg	diɕtəɕ
dichterinne	diɕtəʁinə
Dichtung	diɕtuŋ
Dictée	dikteː
Dictéeën	dikteːən
Dictionnaire	diksjoːnɛːʁ
die	diə̯
diebele	diə̯bələ
diebelen	diə̯bələn
diedege	diə̯dəʑə
diedegen	diə̯dəʑən
dien	diə̯n
dier	diɐ̯
dierfe	diɐ̯fə
dierfen	diɐ̯fən
dierwiechterinne	diɐ̯viə̯ɕtəʁinə
dierze	diɐ̯t͡sə
dierzen	diɐ̯t͡sən
diesel	diːzəl
diffamatoresch	difɑmɑtoːʁəʃ
digestiffen	diʒestifən
digitaalt	diʒitaːlt
digital	diʒitaːl
diichte	diːɕtə
diichten	diːɕtən
diktatorinne	diktaːtoʁinə
dilettant	dilætɑnt
dillendapp	diləndɑp
Dinde	dɛ̃ːd
dindë	dɛ̃ːdə
dinden	dɛ̃ːdən
Diplom	diploːm
diplomatinne	diploːmaːtinə
dir	diɐ̯
dirängele	diːʁæŋələ
dirängelen	diːʁæŋələn
direkt	diʁækt
direkter	diʁæktɐ
direktiounssitzung	diʁækt͡sjəʊ̯nsit͡suŋ
dirigéiere	diʁiʒɜɪ̯əʁə
dirigéieren	diʁiʒɜɪ̯əʁən
Dirigent	diʁiʒænt
dirigentinne	diʁiʒæntinə
discipline	disiplin
disciplinéierten	disiplinɜɪ̯ɐtən
Disco	diskoː
Discoursen	diskuːəʁən
disponibelen	dispoːnibələn
disque	disk
disquë	diskə
Disquen	diskən
Distanz	distɑnt͡s
distributeure	distʁibutœːʁə
Disziplinne	dist͡siplinə
diwan	divɑ̃ː
Diwwi	diviː
do	doː
dobäi	dobæːɪ̯
dobanne	dobɑnə
dobannen	dobɑnən
dobausse	dobæːʊ̯sə
dobaussen	dobæːʊ̯sən
dobehalen	doːbəhaːlən
dobleiwen	doːblɑɪ̯vən
doctrinne	doktʁinə
Documentairen	dokymɑ̃ːtaːiːʁən
dodrun	dodʁun
doe	doːə
doen	doːən
Doft	doft
dohanne	dohɑnə
dohannen	dohɑnən
doheem	doheːm
dohin	dohin
Dokes	dokəs
dokessen	dokəsən
Dokter	doktɐ
Doktesch	doktəʃ
doktrinne	doktʁinə
dokumentéieren	dokumæntɜɪ̯əʁən
dokumentéiers	dokumæntɜɪ̯ɐs
Dolch	dolɕ
doléiner	doːlɜɪ̯nɐ
Dolmetscher	dolmæt͡ʃɐ
dolmetscherinne	dolmæt͡ʃəʁinə
domat	domɑt
domm	dom
Dommheet	domheːt
dompeg	dompəɕ
done	dɑ̃ːə
Donen	dɑ̃ːən
donieft	doniə̯ft
donkel	doŋkəl
donner	donɐ
Donnerwieder	donɐviə̯dɐ
Donneschdeg	donəʃdəɕ
donneschdes	donəʃdəs
dono	doːnoː
Donst	donst
Doppelgänger	dopəlɡæŋɐ
dorobber	doʁobɐ
doropshi	doʁopshi
doropshin	doʁopshin
dosagë	dozaːʒə
dose	dozə
Dosen	dozən
Dosis	doːziːs
dot	doːt
douane	dwɑn
Douanier	dwɑnjeː
doubléieren	dublɜɪ̯əʁən
douce	duːs
doucë	duːsə
doucem	duːsəm
doucen	duːsən
doucestem	duːsəstəm
Douche	duʃ
doud	dəʊ̯t
doudeg	dəʊ̯dəɕ
doudege	dəʊ̯dəʑə
doudegen	dəʊ̯dəʑən
Doudelued	dəʊ̯dəluə̯t
Doudesannonce	dəʊ̯dəzɑnɑ̃ːs
doudmidd	dəʊ̯tmit
doudsécher	dəʊ̯tzəɕɐ
douéiert	duːɜɪ̯ɐt
Dous	dəʊ̯s
doutgekrasch	dəʊ̯tɡəkʁɑʃ
doutgelaacht	dəʊ̯tɡəlaːχt
dovun	dofun
Draach	dʁaːχ
draguéieren	dʁɑɡɜɪ̯əʁən
dräi	dʁæːɪ̯
Dräieck	dʁæːɪ̯ek
dräieckeg	dʁæːɪ̯ekəɕ
dräirad	dʁæːɪ̯ʁaːt
dräizéng	dʁæːɪ̯t͡seŋ
Dram	dʁaːm
dran	dʁɑn
dränke	dʁæŋkə
dränken	dʁæŋkən
Drauf	dʁɑʊ̯f
dréche	dʁəɕə
dréchen	dʁəɕən
dréchent	dʁəɕənt
dréchne	dʁəɕnə
dréchnen	dʁəɕnən
Dreck	dʁæk
drécke	dʁekə
dreckeg	dʁækəɕ
drécken	dʁekən
Dréckerei	dʁekəʁɑɪ̯
drecksak	dʁæksaːk
Dreckskëscht	dʁækskəʃt
Dreckstipp	dʁækstip
dreeën	dʁeːən
dreeme	dʁeːmə
dreemen	dʁeːmən
dréie	dʁɜɪ̯ə
dréien	dʁɜɪ̯ən
dréihälsche	dʁɜɪ̯hælsjə
dréihälschen	dʁɜɪ̯hælsjən
dréngend	dʁeŋənt
drénke	dʁeŋkə
drénken	dʁeŋkən
Drénkgeld	dʁeŋkɡælt
Drénkwaasser	dʁeŋkvaːsɐ
drënner	dʁənɐ
Drëpp	dʁəp
Drëps	dʁəps
Drëpse	dʁəpsə
drëpsen	dʁəpsən
drësseg	dʁəsəɕ
drëtte	dʁətə
drëtten	dʁətən
driibseg	dʁiːpsəɕ
driwwer	dʁivɐ
drobier	dʁoːbiɐ̯
Drock	dʁok
drocksaach	dʁoksaːχ
droe	dʁoːə
droen	dʁoːən
Drog	dʁoːk
Drogen	dʁoːɡən
drogendealerinne	dʁoːɡəndiːləʁinə
drogenhändlerinne	dʁoːɡənhændləʁinə
drogestatistik	dʁoːɡəʃtɑtistik
drogestatistike	dʁoːɡəʃtɑtistikə
drogestatistiken	dʁoːɡəʃtɑtistikən
droguéieren	dʁoːɡɜɪ̯əʁən
droit	dʁwɑ
droleg	dʁoːləɕ
dronkenheet	dʁoŋkənheːt
drop	dʁop
dropgängerinne	dʁopɡæŋəʁinə
dropmaache	dʁopmaːχə
dropmaachen	dʁopmaːχən
dropmouchs	dʁopməʊ̯χs
drot	dʁoːt
druddele	dʁudələ
druddelen	dʁudələn
drugéifen	dʁuɡɜɪ̯fən
drugesaten	dʁuɡəsaːtən
drüs	dʁyːs
du	duː
dübbelen	dybələn
dübel	dyːbəl
Duch	duχ
duché	dyʃeː
ducke	dukə
duckele	dukələ
duckelen	dukələn
ducken	dukən
duebel	duə̯bəl
Duechter	duə̯ɕtɐ
duer	duːɐ
duerch	duːɐɕ
duerchernee	duːɐʑɐneː
duercherneen	duːɐʑɐneːn
duerchfale	duːɐɕfaːlə
duerchfalen	duːɐɕfaːlən
Duerchfall	duːɐɕfɑl
duerchgéifen	duɐɕɡɜɪ̯fən
Duerchschnëttsalter	duːɐɕʃnət͡sɑltɐ
duerchsichteg	duːɐɕziɕtəɕ
duerchsträiche	duːɐɕʃtʁæːɪ̯ɕə
duerchsträichen	duːɐɕʃtʁæːɪ̯ɕən
duerchwulle	duːɐɕvulə
duerchwullen	duːɐɕvulən
duerf	duɐf
duerfe	duːɐfə
duerfen	duɐfən
duerfir	duɐfiɐ̯
duergoe	duːɐɡoːə
duergoen	duɐɡoːən
duerkomme	duːɐkomə
duerkommen	duɐkomən
duerno	duɐnoː
Dünger	dyŋɐ
dunn	dun
dure	dyːʁ
Dusch	duʃ
duschcabinne	duʃkɑbinə
dusche	duʃə
duschen	duʃən
duschkabinne	duʃkɑbinə
Dusel	duzəl
Duuscht	duːʃt
duuss	duːs
duze	duːt͡sə
duzen	duːt͡sən
dynastie	dinɑstiː
e	ə
ebe	eːbə
eben	eːbən
Ecart	ekaːʁ
ecarte	ekaːʁə
ecarten	ekaːʁən
ech	əɕ
Echange	əʃɑ̃ːʃ
Echangë	əʃɑ̃ːʒə
Echangen	əʃɑ̃ːʒən
échantillon	əʃɑ̃ːtijɑ̃ː
Echantillon	əʃɑ̃ːtjɑ̃ː
Echantillone	əʃɑ̃ːtjɑ̃ːə
Echantillonen	əʃɑ̃ːtjɑ̃ːən
echeance	əʃeɑ̃ːs
echeancë	əʃeɑ̃ːsə
echeancen	əʃeɑ̃ːsən
Echec	əʃæk
echecke	əʃækə
Echecken	əʃækən
echt	æɕt
eck	æk
eckeg	ækəɕ
Ecran	eːkʁɑ̃ː
Ecrane	eːkʁɑ̃ːə
Ecranen	eːkʁɑ̃ːən
edelstee	eːdəlʃteː
edelsteen	eːdəlʃteːn
educatiounsprojeten	eːdukaːt͡sjəʊ̯nspʁoʒeːən
ee	eː
Eech	eːɕ
eechel	eːɕəl
Eed	eːt
Eedem	eːdəm
eeërschuel	eːɐʃuə̯l
eeërstack	eːɐʃtɑk
eefälleg	eːfæləɕ
Eefalt	eːfɑlt
eege	eːʑə
eegen	eːʑən
eegentemer	eːʑəntəmɐ
eegentlech	eːʑəntləɕ
eegentom	eːʑəntom
Eegiel	eːɡiə̯l
eekele	eːkələ
eekeleg	eːkələɕ
eekelen	eːkələn
eekle	eːklə
eekleg	eːkləɕ
eeklen	eːklən
eelef	eːləf
eeler	eːlɐ
eelst	eːlst
eelste	eːlstə
eelsten	eːlstən
eelze	eːlt͡sə
eelzen	eːlt͡sən
Eemer	eːmɐ
eemol	eːmoːl
een	eːn
eenege	eːnəʑə
eenegen	eːnəʑən
eent	eːnt
eenzeg	eːnt͡səɕ
eenzege	eːnt͡səʑə
eenzegen	eːnt͡səʑən
eenzegt	eːnt͡səɕt
eenzel	eːnt͡səl
eenzelheete	eːnt͡səlheːtə
Eenzelheeten	eːnt͡səlheːtən
eenzock	eːnt͡sok
eescht	eːʃt
eeschtlech	eːʃtləɕ
eess	eːs
eeter	eːtɐ
Eewäiss	eːvæːɪ̯s
efeu	eːfoɪ
effete	æfeːə
Effeten	æfeːən
efficacen	æfikɑsən
efficacer	æfikɑsɐ
efficacest	æfikɑsəst
efficacet	æfikɑst
effiziente	æfit͡sjænt
effizienter	æfit͡sjæntɐ
effort	æfɔːʁ
Efforte	æfɔːʁə
Efforten	æfɔːʁən
egal	eɡaːl
égout	eɡuː
Eidechs	ɑɪ̯dæks
eidel	ɑɪ̯dəl
éier	ɜɪ̯ɐ
éierbar	ɜɪ̯ɐbaːʁ
éierewou	ɜɪ̯əʁəwəʊ̯
Éiergäiz	ɜɪ̯ɐɡæːɪ̯t͡s
éiergäizeg	ɜɪ̯ɐɡæːɪ̯t͡səɕ
éierlech	ɜɪ̯ɐləɕ
eigentlech	ɑɪ̯ʑəntləɕ
Eil	ɑɪ̯l
éil	ɜɪ̯l
einfach	ɑɪ̯nfɑχ
Einsamkeet	ɑɪ̯nzaːmkeːt
eintlech	ɑɪ̯ntləɕ
eis	ɑɪ̯s
éischt	ɜɪ̯ʃt
éischte	ɜɪ̯ʃtə
éischten	ɜɪ̯ʃtən
éischter	ɜɪ̯ʃtɐ
eise	ɑɪ̯zə
Eisebunn	ɑɪ̯zebun
Eisebunner	ɑɪ̯zebunɐ
eisekuch	ɑɪ̯zekuχ
eisen	ɑɪ̯zən
eisepäertche	ɑɪ̯zəpɛːɐt͡ɕə
eisepäertchen	ɑɪ̯zəpɛːɐt͡ɕən
eiser	ɑɪ̯zɐ
Éislek	ɜɪ̯slek
eist	ɑɪ̯st
éiweg	ɜɪ̯vəɕ
éiwegkeet	ɜɪ̯vəɕkeːt
Ekel	eːkəl
ekologistinne	eːkoːloɡistinə
ekonomistinne	eːkoːnoːmistinə
elaboréieren	elɑboʁɜɪ̯əʁən
elauter	əlæːʊ̯tɐ
Elch	ælɕ
elefeant	ələfɑnt
elei	əlɑɪ̯
Elektriker	elæktʁikɐ
elementar	ələmæntaːʁ
elementarem	ələmæntaːʁəm
Elementer	ələmæntɐ
eleng	əlæŋ
elitär	elitɛːʁ
elitären	elitɛːʁən
elle	ælə
ellen	ælən
elo	əloː
Eltere	æltəʁə
elteren	æltəʁən
ëm	əm
emäermele	əmɛːɐmələ
emäermelen	əmɛːɐmələn
email	emɑj
émail	emɑj
emailléier	emɑjɜɪ̯ɐ
ëmännere	əmænəʁə
ëmänneren	əmænəʁən
Emballage	ɑ̃ːmbɑlaːʃ
emballagë	ɑ̃ːmbɑlɑʒə
emballagen	ɑ̃ːmbɑlaːʒən
embargo	æmbɑʁɡoː
ëmbloost	əmbloːst
embolie	ɑ̃ːmboliː
ëmbrénge	əmbʁeŋə
ëmbréngen	əmbʁeŋən
Embryo	æmbʁioː
Embryoe	æmbʁioːə
ëmdréie	əmdʁɜɪ̯ə
ëmdréien	əmdʁɜɪ̯ən
Ëmfang	əmfɑŋ
emfank	əmfɑŋk
emfänke	əmfæŋkə
emfänken	əmfæŋkən
emfindlech	əmfindləɕ
ëmfro	əmfʁoː
Emgéigend	əmɡɜɪ̯ʑənt
ëmgeréits	əmɡəʁɜɪ̯t͡s
ëmkomme	əmkomə
ëmkommen	əmkomən
ëmleede	əmleːdə
ëmleeden	əmleːdən
ëmmer	əmɐ
emol	əmoːl
emotionaler	emot͡sjoːnaːlɐ
Emotioun	emotjəʊ̯n
ëmpeg	əmpəɕ
empfaangen	æmp͡faːŋən
Empfang	æmp͡fɑŋ
empfindlech	æmp͡findləɕ
Employé	ɑ̃ːplwɑjeː
emsoss	əmzos
ëmstand	əmʃtɑnt
ëmstousse	əmʃtəʊ̯sə
ëmstoussen	əmʃtəʊ̯sən
Ëmwee	əmweː
en	ən
Enceinte	ɑ̃ːsɛ̃ːt
endege	ændəʑə
endegen	ændəʑən
endlech	ændləɕ
energie	enɛʁʒiː
eng	æŋ
engagéiere	ɑ̃ːɡaːʒɜɪ̯əʁə
engagéieren	ɑ̃ːɡaːʒɜɪ̯əʁən
Engel	æŋəl
engem	æŋəm
England	æŋlɑnt
Englänner	æŋlænɐ
Englännerin	æŋlænəʁin
englesch	æŋləʃ
enk	æŋk
Enkel	æŋkəl
Enkelkand	æŋkəlkɑnt
Enn	æn
ënn	ən
ënne	ənə
ënnen	ənən
ënnenan	ənənɑn
ënner	ənɐ
ënnerbrieche	ənɐbʁiə̯ɕə
ënnerbriechen	ənɐbʁiə̯ɕən
ënnerdaach	ənɐdaːχ
ënnergehëlz	ənɐɡəhəlt͡s
ënnergoe	ənɐɡoːə
ënnergoen	ənɐɡoːən
ënnerhale	ənɐhaːlə
ënnerhalen	ənɐhaːlən
ënnerhuele	ənɐhuə̯lə
ënnerhuelen	ənɐhuə̯lən
ënnerläif	ənɐlæːɪ̯f
ënnerriichte	ənɐʁiːɕtə
ënnerriichten	ənɐʁiːɕtən
ënnerscheed	ənɐʃeːt
ënnerscheede	ənɐʃeːdə
ënnerscheeden	ənɐʃeːdən
Ënnerschrëft	ənɐʃʁəft
ënnerschreiwe	ənɐʃʁɑɪ̯və
ënnerschreiwen	ənɐʃʁɑɪ̯vən
ënnersiche	ənɐziɕə
ënnersichen	ənɐziɕən
ënnerstëtzung	ənɐʃtət͡suŋ
ënnersträiche	ənɐʃtʁæːɪ̯ɕə
ënnersträichen	ənɐʃtʁæːɪ̯ɕən
ënnert	ənɐt
ënnertenaner	ənɐtənaːnɐ
Ënnerwäsch	ənɐvæʃ
ënnerwee	ənɐveː
ënnerwierfeg	ənɐviə̯fəɕ
enniichter	əniːɕtɐ
enorm	enɔʁm
entdecke	əntdækə
entdecken	əntdækən
entdeeën	əntdeːən
entfale	əntfaːlə
entfalen	əntfaːlən
enthale	ənthaːlə
enthalen	ənthaːlən
entnäipe	əntnæːɪ̯pə
entnäipen	əntnæːɪ̯pən
entpuppe	əntpupə
entpuppen	əntpupən
entrée	ɑ̃ːtʁeː
Entrepreneur	ɑ̃ːtʁəpʁənɐ
entrevue	ɑ̃ːtʁəvyː
entscheede	ənt͡ʃeːdə
entscheeden	ənt͡ʃeːdən
entschëllege	ənt͡ʃələʑə
entschëllegen	ənt͡ʃələʑən
entschiedege	ənt͡ʃiə̯dəʑə
entschiedegen	ənt͡ʃiə̯dəʑən
entschlofe	ənt͡ʃloːfə
entschlofen	ənt͡ʃloːfən
entwéckele	əntvekələ
entwéckelen	əntvekələn
entwerfe	əntvɛʁfə
entwerfen	əntvɛʁfən
entworf	əntvɔʁf
entwutsche	əntvut͡ʃə
entwutschen	əntvut͡ʃən
entziffere	əntt͡sifəʁə
entzifferen	əntt͡sifəʁən
Enveloppe	ɑ̃ːvəlop
épicerie	episəʁiː
épicier	episjeː
Epidemien	epideːmiːən
epilatioun	epilaːt͡sjəʊ̯n
epilatioune	epilaːt͡sjəʊ̯nə
epilatiounen	epilaːt͡sjəʊ̯nən
epiléier	epilɜɪ̯ɐ
Epilepsie	epileːpsiː
epileptesch	epilæptəʃ
eponge	epɑ̃ːʃ
epongen	epɑ̃ːʒən
eppes	æpəs
équipe	ekip
equivalenz	eːkiːvaːlænt͡s
eragoe	əʁɑɡoːə
eragoen	əʁɑɡoːən
eraklappbar	əʁɑklɑpbaːʁ
erakomme	əʁɑkomə
erakommen	əʁɑkomən
eran	əʁɑn
eraus	əʁæːʊ̯s
erausfanne	əʁæːʊ̯sfɑnə
erausfannen	əʁæːʊ̯sfɑnən
erausgoe	əʁæːʊ̯sɡoːə
erausgoen	əʁæːʊ̯sɡoːən
eraushuele	əʁæːʊ̯shuə̯lə
eraushuelen	əʁæːʊ̯shuə̯lən
erausklamme	əʁæːʊ̯sklɑmə
erausklammen	əʁæːʊ̯sklɑmən
erauskomme	əʁæːʊ̯skomə
erauskommen	əʁæːʊ̯skomən
erausrappe	əʁæːʊ̯sʁɑpə
erausrappen	əʁæːʊ̯sʁɑpən
erausschëdde	əʁæːʊ̯sʃədə
erausschëdden	əʁæːʊ̯sʃədən
eraussiche	əʁæːʊ̯sziɕə
eraussichen	əʁæːʊ̯sziɕən
erbäilafe	ɐbæːɪ̯laːfə
erbäilafen	ɐbæːɪ̯laːfən
erbléckse	ɐbleksə
erblécksen	ɐbleksən
erblose	ɐbloːzə
erblosen	ɐbloːzən
erbrieche	ɐbʁiə̯ɕə
erbriechen	ɐbʁiə̯ɕən
erdiischtere	ɐdiːʃtəʁə
erdiischteren	ɐdiːʃtəʁən
erdrag	ɐdʁaːχ
Erdrénke	ɐdʁeŋkə
erdrénken	ɐdʁeŋkən
erdroe	ɐdʁoːə
erdroen	ɐdʁoːən
eréischt	əʁɜɪ̯ʃt
erëm	əʁəm
erëmbrénge	əʁəmbʁeŋə
erëmbréngen	əʁəmbʁeŋən
erëmfanne	əʁəmfɑnə
erëmfannen	əʁəmfɑnən
erëmgesi	əʁəmɡəzi
erëmgesinn	əʁəmɡəzin
erëmgi	əʁəmɡi
erëmginn	əʁəmɡin
erëmkenne	əʁəmkænə
erëmkennen	əʁəmkænən
erëmkomme	əʁəmkomə
erëmkommen	əʁəmkomən
erëmkréie	əʁəmkʁɜɪ̯ə
erëmkréien	əʁəmkʁɜɪ̯ən
erënnere	ɐənəʁə
erënneren	ɐənəʁən
Erënnerung	ɐənəʁuŋ
erfanne	ɐfɑnə
erfannen	ɐfɑnən
erféiere	ɐfɜɪ̯əʁə
erféieren	ɐfɜɪ̯əʁən
Erfolleg	ɐfoləɕ
erfréiere	ɐfʁɜɪ̯əʁə
erfréieren	ɐfʁɜɪ̯əʁən
erhéiung	ɐhɜɪ̯uŋ
erhéngere	ɐheŋəʁə
erhéngeren	ɐheŋəʁən
Erhuelung	ɐhuə̯luŋ
eriwwer	əʁivɐ
eriwwergoe	əʁivɐɡoːə
eriwwergoen	əʁivɐɡoːən
erkale	ɐkaːlə
erkalen	ɐkaːlən
Erkältung	ɐkæltuŋ
erkenne	ɐkænə
erkennen	ɐkænən
erkläre	ɐklɛːʁə
erklären	ɐklɛːʁən
erlaabnes	ɐlaːbnəs
erlaabs	ɐlaːps
erlabe	ɐlaːbə
erlaben	ɐlaːbən
erleedege	ɐleːdəʑə
erleedegen	ɐleːdəʑən
erléise	ɐlɜɪ̯zə
erléisen	ɐlɜɪ̯zən
erliewe	ɐliə̯və
erliewen	ɐliə̯vən
erliichtere	ɐliːɕtəʁə
erliichteren	ɐliːɕtəʁən
ermiddend	ɐmidənt
erneiere	ɐnɑɪ̯əʁə
erneieren	ɐnɑɪ̯əʁən
erniere	ɐniə̯ʁə
ernieren	ɐniə̯ʁən
ernimme	ɐnimə
ernimmen	ɐnimən
erof	əʁoːf
erofdroe	əʁoːfdʁoːə
erofdroen	əʁoːfdʁoːən
eroffale	əʁoːffaːlə
eroffalen	əʁoːffaːlən
erofgoe	əʁoːfɡoːə
erofgoen	əʁoːfɡoːən
erofloosse	əʁoːfloːsə
erofloossen	əʁoːfloːsən
erofmaache	əʁoːfmaːχə
erofmaachen	əʁoːfmaːχən
erofrappe	əʁoːfʁɑpə
erofrappen	əʁoːfʁɑpən
erop	əʁop
eropdroe	əʁopdʁoːə
eropdroen	əʁopdʁoːən
eropgoe	əʁopɡoːə
eropgoen	əʁopɡoːən
eropklamme	əʁopklɑmə
eropklammen	əʁopklɑmən
eropkomme	əʁopkomə
eropkommen	əʁopkomən
erreeche	ɐʁeːɕə
erreechen	ɐʁeːɕən
Erreger	ɐʁeːʑɐ
ersatzstéck	ɐzɑt͡sʃtek
ersaufe	ɐzæːʊ̯fə
ersaufen	ɐzæːʊ̯fən
erschénge	ɐʃeŋə
erschéngen	ɐʃeŋən
ersetze	ɐsæt͡sə
ersetzen	ɐsæt͡sən
erstécke	ɐʃtekə
erstécken	ɐʃtekən
eruewere	ɐuə̯veʁə
erueweren	ɐuə̯veʁən
eruewerung	ɐuə̯vəʁuŋ
ervirdoe	ɐfiɐ̯doːə
ervirdoen	ɐfiɐ̯doːən
ervirhiewe	ɐfiɐ̯hiə̯və
ervirhiewen	ɐfiɐ̯hiə̯vən
erwaarde	ɐvaːʁdə
erwaarden	ɐvaːʁdən
Erwaardung	ɐvaːʁduŋ
erwäche	ɐvæɕə
erwächen	ɐvæɕən
erwësche	ɐvəʃə
erwëschen	ɐvəʃən
erwierge	ɐviə̯ʑə
erwiergen	ɐviə̯ʑən
erwuess	ɐvuə̯s
erwuessene	ɐvuə̯sənə
erwuessenen	ɐvuə̯sənən
erzéie	ɐt͡sɜɪ̯ə
erzéien	ɐt͡sɜɪ̯ən
Erzéiung	ɐt͡sɜɪ̯uŋ
erziele	ɐt͡siə̯lə
erzielen	ɐt͡siə̯lən
Erzielung	ɐt͡siə̯luŋ
esch	æʃ
esou	əzəʊ̯
esoubal	əzəʊ̯baːl
esouguer	əzəʊ̯ɡuɐ
Esseg	æsəɕ
et	ət
Etgen	ətʑən
Etikett	etikæt
etlech	ætləɕ
etlechmol	ætləɕmoːl
Etüd	eːtyːt
europa	oɪʁoːpaː
europäesch	oɪʁoːpɛːəʃ
ewechbrénge	əvəɕbʁeŋə
ewechbréngen	əvəɕbʁeŋən
ewechgi	əvəɕɡi
ewechginn	əvəɕɡin
ewechhuele	əvəɕhuə̯lə
ewechhuelen	əvəɕhuə̯lən
ewell	əvæl
Exame	æɡzaːmə
examen	æɡzaːmən
exercice	æɡzɐsis
Experienz	ækspɛːʁjænt͡s
Expertise	ækspɛːʁtiːs
Export	ækspɔʁt
Expositioun	ækspozit͡sjəʊ̯n
express	ækspʁæs
extere	ækstæʁə
exteren	ækstæʁən
exzellent	æksælænt
Faarf	faːʁf
faarfdëppe	faːʁfdəpə
faarfdëppen	faːʁfdəpən
faarweg	faːʁvəɕ
Faaschte	faːʃtə
faaschten	faːʃtən
Faass	faːs
Fabréck	fɑbʁek
fabrizéiere	fɑbʁit͡sɜɪ̯əʁə
fabrizéieren	fɑbʁit͡sɜɪ̯əʁən
facteur	fɑktœːʁ
fad	faːt
fäeg	fɛːəɕ
fäert	fɛːɐt
fäerte	fɛːɐtə
fäerten	fɛːɐtən
fal	faːl
fale	faːlə
falen	faːlən
fall	fɑl
Fallschierm	fɑlʃiɐ̯m
FALSCH	fɑlʃ
fälsche	fælʃə
fälschen	fælʃən
faméis	fɑmɜɪ̯s
familiär	fɑmiljɛːʁ
Famill	fɑmil
Familljennumm	fɑmiljənum
Fändel	fændəl
Fanger	fɑŋɐ
fänke	fæŋkə
fänken	fæŋkən
fanne	fɑnə
fannen	fɑnən
fantastesch	fɑntɑstəʃ
far	faːʁ
fasan	fɑzaːn
Fassad	fɑsaːt
Fatz	fɑt͡s
fatzeg	fɑt͡səɕ
Faubourg	foːbuːɐ
faul	fɑʊ̯l
faule	fɑʊ̯lə
faulen	fɑʊ̯lən
faulenze	fæːʊ̯lænt͡sə
faulenzen	fæːʊ̯lænt͡sən
Fauscht	fæːʊ̯ʃt
favoriséiere	fɑvoʁisɜɪ̯əʁə
favoriséieren	fɑvoʁisɜɪ̯əʁən
Fax	fɑks
Februar	feːbʁuaːʁ
fechte	fæɕtə
fechten	fæɕtən
feele	feːlə
feelen	feːlən
Feeler	feːlɐ
feescht	feːʃt
feier	fɑɪ̯ɐ
Feierblumm	fɑɪ̯ɐblum
feiere	fɑɪ̯əʁə
féiere	fɜɪ̯əʁə
feieren	fɑɪ̯əʁən
féieren	fɜɪ̯əʁən
feierkuerf	fɑɪ̯ɐkuɐf
feierlech	fɑɪ̯ɐləɕ
feierrout	fɑɪ̯ɐʁəʊ̯t
feig	fɑɪ̯ɕ
Feigheet	fɑɪ̯ɕheːt
feigling	fɑɪ̯ɕliŋ
Feil	fɑɪ̯l
feile	fɑɪ̯lə
feilen	fɑɪ̯lən
Feind	fɑɪ̯nt
Féiwer	fɜɪ̯vɐ
féiwereg	fɜɪ̯vəʁəɕ
Feld	fælt
feldhong	fælthoŋ
Feldwee	fæltweː
felg	fælɕ
félicitatioun	felisitaːt͡sjəʊ̯n
félicitéiere	felisitɜɪ̯əʁə
félicitéieren	felisitɜɪ̯əʁən
fëlle	fələ
fëllen	fələn
fëmme	fəmə
fëmmen	fəmən
Fëmmert	fəmɐt
fénkele	feŋkələ
fénkelen	feŋkələn
fënnef	fənəf
fënnefte	fənəftə
fënneften	fənəftən
Fënster	fənstɐ
Fernand	fɛʁnɑ̃ː
Fernseh	fɛʁnzeː
Fësch	fəʃ
fësche	fəʃə
fëschen	fəʃən
Fëscher	fəʃɐ
fëscherboot	fəʃɐboːt
fëschfänke	fəʃfæŋkə
fëschfänken	fəʃfæŋkən
Fëschmaart	fəʃmaːʁt
fëschrutt	fəʃʁut
fest	fæst
festmaache	fæstmaːχə
festmaachen	fæstmaːχən
feststelle	fæst͡ʃtælə
feststellen	fæst͡ʃtælən
Festung	fæstuŋ
fett	fæt
fetteg	fætəɕ
ficelle	fisæl
fiddere	fidəʁə
fidderen	fidəʁən
Fieder	fiə̯dɐ
fiederball	fiə̯dɐbɑl
Fiels	fiə̯ls
fierchterlech	fiə̯ɕtɐləɕ
fierkel	fiɐ̯kəl
fierschter	fiə̯ʃtɐ
fierwe	fiɐ̯və
fierwen	fiɐ̯vən
fiffeg	fifəɕ
fiffi	fifiː
Fig	fiːk
Figur	fiɡuːʁ
fiicht	fiːɕt
Fiissche	fiːsjə
Fiisschen	fiːsjən
filet	fileː
