Form	Pronunciation
masochisme	ma.zɔ.ʃi.ˈsmə
masochiste	ma.zɔ.ʃis.ˈtə
masochistes	ma.zɔ.ʃis.ˈtə
mason	ma.ˈzɔn
masqua	mas.ˈka
masquaient	mas.ˈkɛ
masquait	mas.ˈkɛ
masquant	mas.ˈkã
masque	mas.ˈkə
masquee	mas.ˈki
masquees	mas.ˈki
masquent	mas.ˈkə
masquer	mas.ˈke
masquera	mas.kə.ˈʁa
masquerait	mas.kə.ˈʁɛ
masquerent	mas.kə.ˈʁã
masqueront	mas.kə.ˈʁõ
masques	mas.ˈkə
massa	ma.ˈsa
massachusetts	ma.sa.ʃy.ˈzɛt
massacra	ma.sa.ˈkʁa
massacraient	ma.sa.ˈkʁɛ
massacrait	ma.sa.ˈkʁɛ
massacrant	ma.sa.ˈkʁã
massacrante	ma.sa.ˈkʁãt
massacre	ma.ˈsakʁ
massacree	ma.sa.ˈkʁi
massacrees	ma.sa.ˈkʁi
massacrent	ma.ˈsakʁ
massacrer	ma.sa.ˈkʁe
massacrera	ma.sa.kʁə.ˈʁa
massacrerent	ma.sa.kʁə.ˈʁã
massacres	ma.ˈsakʁ
massacreur	ma.sa.ˈkʁœʁ
massacreurs	ma.sa.ˈkʁœʁ
massage	ma.ˈsaʒ
massages	ma.ˈsaʒ
massaient	ma.ˈsɛ
massait	ma.ˈsɛ
massant	ma.ˈsã
masse	mas
massee	ma.ˈsi
massees	ma.ˈsi
massena	ma.se.ˈna
massent	mas
massepain	ma.sə.ˈpẽ
massepains	ma.sə.ˈpẽ
masser	ma.ˈse
massera	ma.sə.ˈʁa
masses	mas
masseur	ma.ˈsœʁ
masseurs	ma.ˈsœʁ
masseuse	ma.ˈsœz
massier	ma.ˈsje
massif	ma.ˈsif
massifs	ma.ˈsif
massive	ma.ˈsiv
massivement	ma.si.və.ˈmã
massives	ma.ˈsiv
masson	ma.ˈsõ
massoud	ma.ˈsud
massue	ma.ˈsy
massues	ma.ˈsy
massy	ma.ˈsi
massy-palaiseau	ma.si.pa.lɛ.ˈzo
mastaba	mas.ta.ˈba
mastic	mas.ˈtik
mastication	mas.ti.ka.ˈsjõ
mastics	mas.ˈtik
mastiquant	mas.ti.ˈkã
mastique	mas.ˈtik
mastiquent	mas.ˈtik
mastiquer	mas.ti.ˈke
mastoc	mas.ˈtɔk
mastodonte	mas.tɔ.ˈdõt
mastodontes	mas.tɔ.ˈdõt
masturbation	mas.tyʁ.ba.ˈsjõ
masturbations	mas.tyʁ.ba.ˈsjõ
masturbe	mas.tyʁ.ˈbə
masturber	mas.tyʁ.ˈbe
masure	ma.ˈzyʁ
masures	ma.ˈzyʁ
mat	mat
mata	ma.ˈta
matador	ma.ta.ˈdɔʁ
matadors	ma.ta.ˈdɔʁ
matamore	ma.ta.ˈmɔʁ
matamores	ma.ta.ˈmɔʁ
matas	ma.ˈta
match	matʃ
matches	matʃ
matchs	matk
mate	mat
matee	ma.ˈti
matelas	ma.tə.ˈla
matelasse	ma.tə.ˈlas
matelassee	ma.tə.la.ˈsi
matelassees	ma.tə.la.ˈsi
matelot	ma.tə.ˈlo
matelote	ma.tə.ˈlɔt
matelots	ma.tə.ˈlo
mater	ma.ˈte
matera	ma.tə.ˈʁa
materialisait	ma.tə.ʁja.li.ˈzɛ
materialisant	ma.tə.ʁja.li.ˈzã
materialise	ma.tə.ʁja.ˈliz
materialisee	ma.tə.ʁja.li.ˈzi
materialisees	ma.tə.ʁja.li.ˈzi
materialisent	ma.tə.ʁja.li.ˈzã
materialiser	ma.tə.ʁja.li.ˈze
materialisera	ma.tə.ʁja.li.zə.ˈʁa
materialiserait	ma.tə.ʁja.li.zə.ˈʁɛ
materialiseront	ma.tə.ʁja.li.zə.ˈʁõ
materialises	ma.tə.ʁja.ˈliz
materialisme	ma.tə.ʁja.li.ˈsmə
materialiste	ma.tə.ʁja.lis.ˈtə
materialistes	ma.tə.ʁja.lis.ˈtə
materialite	ma.tə.ʁja.ˈlit
materiau	ma.tə.ˈʁjo
materiaux	ma.tə.ˈʁjo
materiel	ma.tə.ˈʁjɛl
materielle	ma.tə.ˈʁjɛl
materiellement	ma.tə.ʁjɛ.lə.ˈmã
materielles	ma.tə.ˈʁjɛl
materiels	ma.tə.ˈʁjɛl
maternant	ma.tɛ.ˈʁnã
materne	ma.tɛ.ˈʁnə
maternees	ma.tɛ.ˈʁni
maternel	ma.tɛ.ˈʁnɛl
maternelle	ma.tɛ.ˈʁnɛl
maternelles	ma.tɛ.ˈʁnɛl
maternels	ma.tɛ.ˈʁnɛl
materner	ma.tɛ.ˈʁne
maternes	ma.tɛ.ˈʁnə
maternise	ma.tɛ.ˈʁniz
maternises	ma.tɛ.ˈʁniz
maternite	ma.tɛ.ˈʁnit
maternites	ma.tɛ.ˈʁnit
mates	mat
mathematicien	ma.tə.ma.ti.ˈsjẽ
mathematicienne	ma.tə.ma.ti.ˈsjɛn
mathematiciens	ma.tə.ma.ti.ˈsjẽ
mathematique	ma.tə.ma.ˈtik
mathematiquement	ma.tə.ma.ti.kə.ˈmã
mathematiques	ma.tə.ma.ˈtik
matheux	ma.ˈtə
mathias	ma.ˈtja
mathieu	ma.ˈtjə
mathilde	ma.ˈtild
maths	mat
matiere	ma.ˈsiʁ
matieres	ma.ˈsiʁ
matignon	ma.ti.ˈnjõ
matin	ma.ˈtẽ
matinal	ma.ti.ˈnal
matinale	ma.ti.ˈnal
matinales	ma.ti.ˈnal
matinaux	ma.ti.ˈno
matine	ma.ˈtin
matinee	ma.ti.ˈni
matinees	ma.ti.ˈni
matines	ma.ˈtin
matins	ma.ˈtẽ
matisse	ma.ˈtis
matite	ma.ˈtit
matois	ma.ˈtwa
matoise	ma.ˈtwaz
maton	ma.ˈtõ
matons	ma.ˈtõ
matou	ma.ˈtu
matous	ma.ˈtu
matra	ma.ˈtʁa
matraquage	ma.tʁa.ˈkaʒ
matraquages	ma.tʁa.ˈkaʒ
matraquant	ma.tʁa.ˈkã
matraque	ma.ˈtʁak
matraquee	ma.tʁa.ˈki
matraquent	ma.ˈtʁak
matraquer	ma.tʁa.ˈke
matraques	ma.ˈtʁak
matras	ma.ˈtʁa
matriarcal	ma.tʁi.jaʁ.ˈkal
matriarcale	ma.tʁi.jaʁ.ˈkal
matriarcat	ma.tʁi.jaʁ.ˈka
matrice	ma.ˈtʁis
matrices	ma.ˈtʁis
matriciel	ma.tʁi.ˈsjɛl
matricielle	ma.tʁi.ˈsjɛl
matricule	ma.tʁi.ˈkyl
matricules	ma.tʁi.ˈkyl
matrimonial	ma.tʁi.mɔn.ˈjal
matrimoniale	ma.tʁi.mɔn.ˈjal
matrimoniales	ma.tʁi.mɔn.ˈjal
matrimoniaux	ma.tʁi.mɔn.ˈjo
matrone	ma.ˈtʁɔn
matrones	ma.ˈtʁɔn
mats	mat
matteoli	ma.te.o.ˈli
matthieu	ma.ˈtjə
maturation	ma.ty.ʁa.ˈsjõ
maturations	ma.ty.ʁa.ˈsjõ
mature	ma.ˈtyʁ
matures	ma.ˈtyʁ
maturite	ma.ty.ˈʁit
maubeuge	mo.ˈbœʒ
maud	mod
maudire	mo.ˈdiʁ
maudissaient	mo.di.ˈsɛ
maudissait	mo.di.ˈsɛ
maudissant	mo.di.ˈsã
maudisse	mo.ˈdis
maudissent	mo.ˈdis
maudit	mo.ˈdi
maudite	mo.ˈdit
maudites	mo.ˈdit
maudits	mo.ˈdi
maugreaient	mo.ɡʁɛ.ˈã
maugreait	mo.ˈɡʁɛ
maugreant	mo.ˈɡʁã
maugree	mo.ˈɡʁi
maugreent	mo.ˈɡʁin
maugreer	mo.ˈɡʁi
maung	monɡ
maur	moʁ
maure	mɔʁ
maurel	mɔ.ˈʁɛl
maures	mɔʁ
mauresque	mɔ.ʁɛs.ˈkə
mauresques	mɔ.ʁɛs.ˈkə
maurice	mo.ˈʁis
mauricette	mɔ.ʁi.ˈsɛt
mauricien	mɔ.ʁi.ˈsjẽ
mauricienne	mɔ.ʁi.ˈsjɛn
mauriciennes	mɔ.ʁi.ˈsjɛn
mauriciens	mɔ.ʁi.ˈsjẽ
maurin	mɔ.ˈʁẽ
mauritanie	mo.ʁi.ta.ˈni
mauritanien	mɔ.ʁi.ta.ˈnjẽ
mauritanien	mɔ.ʁi.ta.ˈnjẽ
mauritanienne	mɔ.ʁi.ta.ˈnjɛn
mauritaniennes	mɔ.ʁi.ta.ˈnjɛn
mauritaniens	mɔ.ʁi.ta.ˈnjẽ
mauritaniens	mɔ.ʁi.ta.ˈnjẽ
mauroy	mo.ˈʁwa
mauroyiste	mɔʁ.wa.jis.ˈtə
mauroyistes	mɔʁ.wa.jis.ˈtə
maurrassien	mo.ʁa.ˈsjẽ
maurrassienne	mo.ʁa.ˈsjɛn
maurrassiens	mo.ʁa.ˈsjẽ
mausolee	mo.zɔ.ˈli
mausolees	mo.zɔ.ˈli
maussade	mo.ˈsad
maussaderie	mo.sa.də.ˈʁi
maussades	mo.ˈsad
mauvais	mo.ˈvɛ
mauvaise	mo.ˈvɛz
mauvaises	mo.ˈvɛz
mauve	mov
mauves	mov
mauviette	mo.ˈvjɛt
mauviettes	mo.ˈvjɛt
maux	mo
max	ma.ˈksə
maxence	ma.ˈksãs
maxillaire	ma.ksi.ˈlɛʁ
maxillaires	ma.ksi.ˈlɛʁ
maxima	ma.ksi.ˈma
maximal	ma.ksi.ˈmal
maximale	ma.ksi.ˈmal
maximales	ma.ksi.ˈmal
maximalisme	ma.ksi.ma.li.ˈsmə
maximaliste	ma.ksi.ma.lis.ˈtə
maximalistes	ma.ksi.ma.lis.ˈtə
maximaux	ma.ksi.ˈmo
maxime	ma.ˈksim
maxime	ma.ˈksim
maximes	ma.ˈksim
maximise	ma.ksi.ˈmiz
maximisee	ma.ksi.mi.ˈzi
maximiser	ma.ksi.mi.ˈze
maximum	ma.ksi.ˈmɔm
maximums	ma.ksi.ˈmɔm
maxwell	ma.ˈkswɛl
maya	ma.ˈja
mayas	ma.ˈja
mayence	ma.ˈjãs
mayenne	ma.ˈjɛn
mayer	ma.ˈjɛʁ
mayonnaise	ma.jɔ.ˈnɛz
mayonnaises	ma.jɔ.ˈnɛz
mayor	ma.ˈjɔʁ
mayotte	ma.ˈjɔt
maza	ma.ˈza
mazarinades	ma.za.ʁi.ˈnad
mazas	ma.ˈza
mazdeisme	maz.dɛ.ˈsmə
maze	maz
mazeaud	ma.ˈzo
mazette	ma.ˈzɛt
mazout	ma.ˈzut
mazowiecki	ma.zo.vje.ˈki
mazurka	ma.zyʁ.ˈka
mazurkas	ma.zyʁ.ˈka
mc	mak
mc	ɛm.ˈse
mccarthy	m.ˈkaʁ.ˈti
mccartney	m.ˈkaʁ.ˈtne
mcdonnell	m.ˈkdɔ.ˈnɛl
me	mə
mea-culpa	mɛ.a.kul.ˈpa
meandre	mã.ˈdʁə
meandres	mã.ˈdʁə
meat	ma
meaux	mo
mec	mɛk
mecanicien	mə.ˈka.ni.ˈsjẽ
mecanicienne	mə.ˈka.ni.ˈsjɛn
mecaniciens	mə.ˈka.ni.ˈsjẽ
mecanique	mə.ˈka.ˈnik
mecaniquement	mə.ˈka.ni.kə.ˈmã
mecaniques	mə.ˈka.ˈnik
mecanisation	mə.ˈka.ni.za.ˈsjõ
mecanise	mə.ˈka.ˈniz
mecanisee	mə.ˈka.ni.ˈzi
mecanisees	mə.ˈka.ni.ˈzi
mecaniser	mə.ˈka.ni.ˈze
mecanises	mə.ˈka.ˈniz
mecanisme	mə.ˈka.ni.ˈsmə
mecanismes	mə.ˈka.ni.ˈsmə
mecaniste	mə.ˈka.nis.ˈtə
mecanistes	mə.ˈka.nis.ˈtə
mecano	mə.ˈka.ˈno
mecanos	mə.ˈka.ˈno
mecenat	mə.sə.ˈˈna
mecenats	mə.sə.ˈˈna
mecene	mə.ˈsən
mecenes	mə.ˈsən
mechamment	mə.ˈʃa.ˈmã
mechancete	mə.ˈʃã.ˈsət
mechancetes	mə.ˈʃã.ˈsət
mechant	mə.ˈˈʃã
mechante	mə.ˈˈʃãt
mechantes	mə.ˈˈʃãt
mechants	mə.ˈˈʃã
meche	məʃ
meches	məʃ
mechoui	mə.ˈʃu.ˈi
mechouis	mə.ˈʃu.ˈi
mecompte	mə.ˈˈkõt
mecomptes	mə.ˈˈkõt
meconnais	mə.ˈkɔ.ˈnɛ
meconnaissable	mə.ˈkɔ.nɛ.sa.ˈblə
meconnaissables	mə.ˈkɔ.nɛ.sa.ˈblə
meconnaissait	mə.ˈkɔ.nɛ.ˈsɛ
meconnaissance	mə.ˈkɔ.nɛ.ˈsãs
meconnaissances	mə.ˈkɔ.nɛ.ˈsãs
meconnaissant	mə.ˈkɔ.nɛ.ˈsã
meconnaisse	mə.ˈkɔ.ˈnɛs
meconnaissent	mə.ˈkɔ.nɛ.ˈsã
meconnaissons	mə.ˈkɔ.nɛ.ˈsõ
meconnait	mə.ˈkɔ.ˈnɛ
meconnaitre	mə.ˈkɔ.nɛ.ˈtʁə
meconnu	mə.ˈkɔ.ˈny
meconnue	mə.ˈkɔ.ˈny
meconnues	mə.ˈkɔ.ˈny
meconnus	mə.ˈkɔ.ˈny
mecontent	mə.ˈkõ.ˈtã
mecontentant	mə.ˈkõ.tã.ˈtã
mecontente	mə.ˈkõ.ˈtãt
mecontentement	mə.ˈkõ.tã.tə.ˈmã
mecontentements	mə.ˈkõ.tã.tə.ˈmã
mecontentent	mə.ˈkõ.tã.ˈtã
mecontenter	mə.ˈkõ.tã.ˈte
mecontentes	mə.ˈkõ.ˈtãt
mecontents	mə.ˈkõ.ˈtã
mecque	mɛk
mecreant	mə.ˈˈkʁã
mecreante	mə.ˈˈkʁãt
mecreants	mə.ˈˈkʁã
mecs	mɛk
medaille	mə.ˈˈdaj
medaillee	mə.ˈda.ˈji
medaillees	mə.ˈda.ˈji
medailles	mə.ˈˈdaj
medaillon	mə.ˈda.ˈjõ
medaillons	mə.ˈda.ˈjõ
medard	mə.ˈˈdaʁ
mede	məd
medecin	mə.də.ˈˈsẽ
medecine	mə.də.ˈˈsin
medecines	mə.də.ˈˈsin
medecinisme	mə.də.ˈsi.ni.ˈsmə
medecins	mə.də.ˈˈsẽ
medellin	me.de.ˈlin
medersa	me.dɛ.ˈʁsa
medersas	me.dɛ.ˈʁsa
medes	məd
media	me.ˈdja
mediametrie	mə.ˈdja.mə.ˈtʁi
median	mə.ˈˈdjã
mediane	mə.ˈˈdjan
medianes	mə.ˈˈdjan
medianoche	mə.ˈdja.ˈnɔʃ
medians	mə.ˈˈdjã
medias	me.ˈdja
mediateur	mə.ˈdja.ˈtœʁ
mediateurs	mə.ˈdja.ˈtœʁ
mediatheque	mə.ˈdja.ˈtək
mediatheques	mə.ˈdja.ˈtək
mediation	mə.ˈdja.ˈsjõ
mediations	mə.ˈdja.ˈsjõ
mediatique	mə.ˈdja.ˈtik
mediatiques	mə.ˈdja.ˈtik
mediatisant	mə.ˈdja.ti.ˈzã
mediatisation	mə.ˈdja.ti.za.ˈsjõ
mediatise	mə.ˈdja.ˈtiz
mediatisee	mə.ˈdja.ti.ˈzi
mediatisees	mə.ˈdja.ti.ˈzi
mediatisent	mə.ˈdja.ti.ˈzã
mediatiser	mə.ˈdja.ti.ˈze
mediatises	mə.ˈdja.ˈtiz
mediatrice	mə.ˈdja.ˈtʁis
medical	mə.ˈdi.ˈkal
medicale	mə.ˈdi.ˈkal
medicalement	mə.ˈdi.ka.lə.ˈmã
medicales	mə.ˈdi.ˈkal
medicament	mə.ˈdi.ka.ˈmã
medicamenteuse	mə.ˈdi.ka.mã.ˈtœz
medicamenteuses	mə.ˈdi.ka.mã.ˈtœz
medicamenteux	mə.ˈdi.ka.mã.ˈtə
medicaments	mə.ˈdi.ka.ˈmã
medication	mə.ˈdi.ka.ˈsjõ
medications	mə.ˈdi.ka.ˈsjõ
medicaux	mə.ˈdi.ˈko
medicinales	mə.ˈdi.si.ˈnal
medicis	mə.ˈdi.ˈsi
medieval	mə.ˈdi.ˈval
medievale	mə.ˈdi.ˈval
medievales	mə.ˈdi.ˈval
medievaux	mə.ˈdi.ˈvo
medieviste	mə.ˈdi.vis.ˈtə
medievistes	mə.ˈdi.vis.ˈtə
medina	mə.ˈdi.ˈna
medinas	mə.ˈdi.ˈna
mediocre	mə.ˈˈdjɔkʁ
mediocres	mə.ˈˈdjɔkʁ
mediocrite	mə.ˈdjɔk.ˈʁit
mediocrites	mə.ˈdjɔk.ˈʁit
medire	mə.ˈˈdiʁ
medisance	mə.ˈdi.ˈzãs
medisances	mə.ˈdi.ˈzãs
medisants	mə.ˈdi.ˈzã
medisent	mə.ˈdi.ˈzã
medit	mə.ˈˈdi
medita	mə.ˈdi.ˈta
meditaient	mə.ˈdi.tɛ.ˈã
meditait	mə.ˈdi.ˈtɛ
meditant	mə.ˈdi.ˈtã
meditatif	mə.ˈdi.ta.ˈtif
meditatifs	mə.ˈdi.ta.ˈtif
meditation	mə.ˈdi.ta.ˈsjõ
meditations	mə.ˈdi.ta.ˈsjõ
meditative	mə.ˈdi.ta.ˈtiv
meditatives	mə.ˈdi.ta.ˈtiv
medite	mə.ˈˈdit
meditee	mə.ˈdi.ˈti
meditees	mə.ˈdi.ˈti
meditent	mə.ˈdi.ˈtã
mediter	mə.ˈdi.ˈte
meditera	mə.ˈdi.tə.ˈʁa
mediterait	mə.ˈdi.tə.ˈʁɛ
mediteront	mə.ˈdi.tə.ˈʁõ
mediterranee	mə.ˈdi.tɛ.ʁa.ˈni
mediterranee	mə.ˈdi.tɛ.ʁa.ˈni
mediterraneen	mə.ˈdi.tɛ.ʁa.ˈnin
mediterraneenne	mə.ˈdi.tɛ.ʁa.ˈnin
mediterraneennes	mə.ˈdi.tɛ.ʁa.ˈnin
mediterraneens	mə.ˈdi.tɛ.ʁa.ˈnin
mediterrannee	mə.ˈdi.tɛ.ʁa.ˈni
medites	mə.ˈˈdit
meditez	mə.ˈdi.ˈte
meditons	mə.ˈdi.ˈtõ
medium	me.ˈdjɔm
mediums	me.ˈdjɔm
medius	mə.ˈˈdjy
medoc	mə.ˈˈdɔk
medullaire	mə.ˈdy.ˈlɛʁ
medullaires	mə.ˈdy.ˈlɛʁ
meduse	mə.ˈˈdyz
medusee	mə.ˈdy.ˈzi
meduses	mə.ˈˈdyz
medvedev	me.dve.ˈdɛf
meese	mi.ˈse
meeting	mi.ˈtinɡ
meetings	mi.ˈtinɡ
mefait	mə.ˈˈfɛ
mefaits	mə.ˈˈfɛ
mefiaient	mə.ˈfjɛ.ˈã
mefiait	mə.ˈˈfjɛ
mefiance	mə.ˈˈfjãs
mefiances	mə.ˈˈfjãs
mefiant	mə.ˈˈfjã
mefiante	mə.ˈˈfjãt
mefiantes	mə.ˈˈfjãt
mefiants	mə.ˈˈfjã
mefie	mə.ˈˈfi
mefiee	mə.ˈˈfji
mefiees	mə.ˈˈfji
mefient	mə.ˈˈfjã
mefier	mə.ˈˈfje
mefiera	mə.ˈfi.ˈʁa
mefierait	mə.ˈfi.ˈʁɛ
mefies	mə.ˈˈfi
mefiez	mə.ˈˈfjɛ
mefions	mə.ˈˈfjõ
meforme	mə.ˈfɔʁ.ˈmə
megahertz	mə.ˈɡa.ɛʁ.ˈtə
megalithe	mə.ˈɡa.ˈlit
megalithes	mə.ˈɡa.ˈlit
megalomane	mə.ˈɡa.lɔ.ˈman
megalomanes	mə.ˈɡa.lɔ.ˈman
megalomanie	mə.ˈɡa.lɔ.ma.ˈni
megalopole	mə.ˈɡa.lɔ.ˈpɔl
megalopoles	mə.ˈɡa.lɔ.ˈpɔl
megaoctets	mə.ˈɡa.ɔk.ˈtɛ
megaphone	mə.ˈɡa.ˈfɔn
megaphones	mə.ˈɡa.ˈfɔn
megapole	mə.ˈɡa.ˈpɔl
megapoles	mə.ˈɡa.ˈpɔl
megastore	mə.ˈɡas.ˈtɔʁ
megawatt	mə.ˈɡa.ˈwat
megawatts	mə.ˈɡa.ˈwat
megere	mə.ˈʒəʁ
megeres	mə.ˈʒəʁ
megie	mə.ˈˈʒi
megot	mə.ˈˈɡo
megote	mə.ˈˈɡɔt
megoter	mə.ˈɡɔ.ˈte
megots	mə.ˈˈɡo
megret	mə.ˈˈɡʁɛ
meguid	me.ˈɡid
mehaignerie	mə.ˈɛ.njə.ˈʁi
mehari	mə.ˈa.ˈʁi
mehariste	mə.ˈa.ʁis.ˈtə
meharistes	mə.ˈa.ʁis.ˈtə
mehdi	me.ˈdi
meilleur	mɛ.ˈjœʁ
meilleure	mɛ.ˈjœʁ
meilleures	mɛ.ˈjœʁ
meilleurs	mɛ.ˈjœʁ
mela	mə.ˈˈla
melaient	mə.ˈlɛ.ˈã
melait	mə.ˈˈlɛ
melancolie	mə.ˈlã.kɔ.ˈli
melancolies	mə.ˈlã.kɔ.ˈli
melancolique	mə.ˈlã.kɔ.ˈlik
melancoliques	mə.ˈlã.kɔ.ˈlik
melanesien	mə.ˈla.nə.ˈzjẽ
melanesienne	mə.ˈla.nə.ˈzjɛn
melanesiennes	mə.ˈla.nə.ˈzjɛn
melanesiens	mə.ˈla.nə.ˈzjẽ
melange	mə.ˈˈlãʒ
melangea	mə.ˈlã.ˈʒa
melangeaient	mə.ˈlã.ʒɛ.ˈã
melangeait	mə.ˈlã.ˈʒɛ
melangeant	mə.ˈlã.ˈʒã
melangee	mə.ˈlã.ˈʒi
melangees	mə.ˈlã.ˈʒi
melangent	mə.ˈlã.ˈʒã
melangeons	mə.ˈlã.ˈʒõ
melanger	mə.ˈlã.ˈʒe
melangera	mə.ˈlã.ʒə.ˈʁa
melangerait	mə.ˈlã.ʒə.ˈʁɛ
melangeront	mə.ˈlã.ʒə.ˈʁõ
melanges	mə.ˈˈlãʒ
melangez	mə.ˈlã.ˈʒe
melanome	mə.ˈla.ˈnɔm
melant	mə.ˈˈlã
melasse	mə.ˈˈlas
melat	mə.ˈˈla
melbourne	mɛl.bu.ˈʁnə
melchior	mɛl.ˈkjɔʁ
mele	məl
melee	mə.ˈˈli
melees	mə.ˈˈli
melent	mə.ˈˈlã
meler	mə.ˈˈle
melera	mə.lə.ˈˈʁa
meleraient	mə.lə.ˈʁɛ.ˈã
melerait	mə.lə.ˈˈʁɛ
melerent	mə.lə.ˈˈʁã
meleront	mə.lə.ˈˈʁõ
meles	məl
melez	mə.ˈˈle
meleze	mə.ˈləz
melezes	mə.ˈləz
melisse	mə.ˈˈlis
melkite	mɛl.ˈkit
melle	mɛl
mellick	mɛ.ˈlik
melo	mə.ˈˈlo
melodie	mə.ˈlɔ.ˈdi
melodies	mə.ˈlɔ.ˈdi
melodieuse	mə.ˈlɔd.ˈjœz
melodieuses	mə.ˈlɔd.ˈjœz
melodieux	mə.ˈlɔd.ˈjə
melodique	mə.ˈlɔ.ˈdik
melodiques	mə.ˈlɔ.ˈdik
melodiste	mə.ˈlɔ.dis.ˈtə
melodistes	mə.ˈlɔ.dis.ˈtə
melodramatique	mə.ˈlɔd.ʁa.ma.ˈtik
melodramatiques	mə.ˈlɔd.ʁa.ma.ˈtik
melodrame	mə.ˈlɔd.ˈʁam
melodrames	mə.ˈlɔd.ˈʁam
melomane	mə.ˈlɔ.ˈman
melomanes	mə.ˈlɔ.ˈman
melon	mə.ˈˈlõ
melons	mə.ˈˈlõ
melopee	mə.ˈlɔ.ˈpi
melopees	mə.ˈlɔ.ˈpi
melos	me.ˈlɔs
melting-pot	mɛl.tin.ˈɡpɔt
melun	mə.ˈˈlœ̃
melusine	mə.ˈly.ˈzin
melvin	mɛl.ˈvẽ
melvyn	mɛl.ˈvẽ
membrane	mã.ˈbʁan
membranes	mã.ˈbʁan
membre	mã.ˈbʁə
membres	mã.ˈbʁə
meme	məm
memento	mə.ˈmã.ˈto
mementos	mə.ˈmã.ˈto
memes	məm
memoire	mə.ˈˈmwaʁ
memoires	mə.ˈˈmwaʁ
memorable	mə.ˈmɔ.ʁa.ˈblə
memorables	mə.ˈmɔ.ʁa.ˈblə
memoranda	mə.ˈmɔ.ʁã.ˈda
memorandum	mə.ˈmɔ.ʁã.ˈdɔm
memorandums	mə.ˈmɔ.ʁã.ˈdɔm
memorial	mə.ˈmɔʁ.ˈjal
memorialiste	mə.ˈmɔʁ.ja.lis.ˈtə
memorialistes	mə.ˈmɔʁ.ja.lis.ˈtə
memoriaux	mə.ˈmɔʁ.ˈjo
memorisation	mə.ˈmɔ.ʁi.za.ˈsjõ
mena	mə.ˈˈna
menaca	mə.ˈna.ˈka
menacaient	mə.ˈna.kɛ.ˈã
menacait	mə.ˈna.ˈkɛ
menacant	mə.ˈna.ˈkã
menacante	mə.ˈna.ˈkãt
menacantes	mə.ˈna.ˈkãt
menacants	mə.ˈna.ˈkã
menace	mə.ˈˈnas
menacee	mə.ˈna.ˈsi
menacees	mə.ˈna.ˈsi
menacent	mə.ˈˈnas
menacer	mə.ˈna.ˈse
menacera	mə.ˈna.sə.ˈʁa
menaceraient	mə.ˈna.sə.ˈʁɛ
menacerait	mə.ˈna.sə.ˈʁɛ
menacerent	mə.ˈna.sə.ˈʁã
menaceront	mə.ˈna.sə.ˈʁõ
menaces	mə.ˈˈnas
menacons	mə.ˈna.ˈkõ
menage	mə.ˈˈnaʒ
menagea	mə.ˈna.ˈʒa
menageaient	mə.ˈna.ʒɛ.ˈã
menageait	mə.ˈna.ˈʒɛ
menageant	mə.ˈna.ˈʒã
menagee	mə.ˈna.ˈʒi
menagees	mə.ˈna.ˈʒi
menagement	mə.ˈna.ʒə.ˈmã
menagements	mə.ˈna.ʒə.ˈmã
menagent	mə.ˈna.ˈʒã
menager	mə.ˈna.ˈʒe
menagera	mə.ˈna.ʒə.ˈʁa
menagerait	mə.ˈna.ʒə.ˈʁɛ
menagere	mə.ˈna.ˈʒəʁ
menagerent	mə.ˈna.ʒə.ˈʁã
menageres	mə.ˈna.ˈʒəʁ
menagerie	mə.ˈna.ʒə.ˈʁi
menagerons	mə.ˈna.ʒə.ˈʁõ
menagers	mə.ˈna.ˈʒe
menages	mə.ˈˈnaʒ
menagez	mə.ˈna.ˈʒe
menaient	mə.ˈˈnɛ
menais	mə.ˈˈnɛ
menait	mə.ˈˈnɛ
menant	mə.ˈˈnã
mende	mãd
mendes	mɛn.ˈdes
mendesiste	mã.də.zis.ˈtə
mendesistes	mã.də.zis.ˈtə
mendia	mã.ˈdja
mendiaient	mã.ˈdjɛ
mendiant	mã.ˈdjã
mendiante	mã.ˈdjãt
mendiantes	mã.ˈdjãt
mendiants	mã.ˈdjã
mendicite	mã.di.ˈsit
mendie	mã.ˈdi
mendient	mã.ˈdi
mendier	mã.ˈdje
mene	mən
meneau	mə.ˈˈno
meneaux	mə.ˈˈno
menee	mə.ˈˈni
menees	mə.ˈˈni
menem	me.ˈnɛm
menent	mə.ˈˈnã
mener	mə.ˈˈne
menera	mə.nə.ˈˈʁa
menerai	mə.nə.ˈˈʁɛ
meneraient	mə.nə.ˈʁɛ.ˈã
menerait	mə.nə.ˈˈʁɛ
menerent	mə.nə.ˈˈʁã
menerons	mə.nə.ˈˈʁõ
meneront	mə.nə.ˈˈʁõ
menes	mən
menestrel	mə.ˈnɛs.ˈtʁɛl
menetrier	mə.nə.ˈtʁi.ˈje
meneur	mə.ˈˈnœʁ
meneurs	mə.ˈˈnœʁ
meneuse	mə.ˈˈnœz
meneuses	mə.ˈˈnœz
menez	mə.ˈˈne
mengistu	mã.ʒis.ˈty
menhir	me.ˈniʁ
menhirs	me.ˈniʁ
menin	mə.ˈˈnẽ
meninges	mə.ˈˈnẽʒ
meningite	mə.ˈnẽ.ˈʒit
meningites	mə.ˈnẽ.ˈʒit
menions	mə.ˈˈnjõ
menisque	mə.ˈnis.ˈkə
menons	mə.ˈˈnõ
menopause	mə.ˈnɔ.ˈpoz
